영업일자,영업장명_메뉴명,매출수량,영업장명,메뉴명,요일,월,주말여부
2023-09-24,미라시아_보일링 랍스타 플래터(덜매운맛),0,미라시아,보일링 랍스타 플래터(덜매운맛),6,9,1
2023-09-24,담하_(후식) 된장찌개,1,담하,(후식) 된장찌개,6,9,1
2023-09-24,연회장_Grand Ballroom,0,연회장,Grand Ballroom,6,9,1
2023-09-24,담하_(후식) 비빔냉면,0,담하,(후식) 비빔냉면,6,9,1
2023-09-24,화담숲주막_찹쌀식혜,20,화담숲주막,찹쌀식혜,6,9,1
2023-09-24,미라시아_쉬림프 투움바 파스타,3,미라시아,쉬림프 투움바 파스타,6,9,1
2023-09-24,라그로타_그릴드 비프 샐러드,5,라그로타,그릴드 비프 샐러드,6,9,1
2023-09-24,라그로타_해산물 토마토 리조또,1,라그로타,해산물 토마토 리조또,6,9,1
2023-09-24,포레스트릿_아메리카노(ICE),56,포레스트릿,아메리카노(ICE),6,9,1
2023-09-24,미라시아_글라스와인 (레드),1,미라시아,글라스와인 (레드),6,9,1
2023-09-24,포레스트릿_카페라떼(HOT),5,포레스트릿,카페라떼(HOT),6,9,1
2023-09-24,화담숲주막_스프라이트,41,화담숲주막,스프라이트,6,9,1
2023-09-24,담하_한우 차돌박이 된장찌개,8,담하,한우 차돌박이 된장찌개,6,9,1
2023-09-24,화담숲카페_아메리카노 ICE,98,화담숲카페,아메리카노 ICE,6,9,1
2023-09-24,라그로타_알리오 에 올리오 ,2,라그로타,알리오 에 올리오 ,6,9,1
2023-09-24,카페테리아_공깃밥(추가),12,카페테리아,공깃밥(추가),6,9,1
2023-09-24,카페테리아_짬뽕,5,카페테리아,짬뽕,6,9,1
2023-09-24,카페테리아_돼지고기 김치찌개,6,카페테리아,돼지고기 김치찌개,6,9,1
2023-09-24,느티나무 셀프BBQ_일회용 종이컵,3,느티나무 셀프BBQ,일회용 종이컵,6,9,1
2023-09-24,라그로타_스프라이트,0,라그로타,스프라이트,6,9,1
2023-09-24,담하_한우 미역국 정식,17,담하,한우 미역국 정식,6,9,1
2023-09-24,미라시아_레인보우칵테일(알코올),1,미라시아,레인보우칵테일(알코올),6,9,1
2023-09-24,담하_봉평메밀 물냉면,2,담하,봉평메밀 물냉면,6,9,1
2023-09-24,라그로타_빵 추가 (1인),17,라그로타,빵 추가 (1인),6,9,1
2023-09-24,화담숲카페_현미뻥스크림,66,화담숲카페,현미뻥스크림,6,9,1
2023-09-24,"느티나무 셀프BBQ_대여료 60,000원",1,느티나무 셀프BBQ,"대여료 60,000원",6,9,1
2023-09-24,포레스트릿_치즈 핫도그,27,포레스트릿,치즈 핫도그,6,9,1
2023-09-24,라그로타_하이네켄(생),1,라그로타,하이네켄(생),6,9,1
2023-09-24,담하_메밀면 사리,1,담하,메밀면 사리,6,9,1
2023-09-24,카페테리아_치즈돈까스,5,카페테리아,치즈돈까스,6,9,1
2023-09-24,미라시아_(화덕) 불고기 페퍼로니 반반피자,1,미라시아,(화덕) 불고기 페퍼로니 반반피자,6,9,1
2023-09-24,미라시아_스프라이트,1,미라시아,스프라이트,6,9,1
2023-09-24,미라시아_브런치(어린이),66,미라시아,브런치(어린이),6,9,1
2023-09-24,담하_(정식) 물냉면 ,2,담하,(정식) 물냉면 ,6,9,1
2023-09-24,화담숲카페_아메리카노 HOT,14,화담숲카페,아메리카노 HOT,6,9,1
2023-09-24,카페테리아_짬뽕밥,2,카페테리아,짬뽕밥,6,9,1
2023-09-24,연회장_왕갈비치킨,0,연회장,왕갈비치킨,6,9,1
2023-09-24,미라시아_(오븐) 하와이안 쉬림프 피자,1,미라시아,(오븐) 하와이안 쉬림프 피자,6,9,1
2023-09-24,"느티나무 셀프BBQ_본삼겹 (단품,실내)",2,느티나무 셀프BBQ,"본삼겹 (단품,실내)",6,9,1
2023-09-24,카페테리아_새우 볶음밥,7,카페테리아,새우 볶음밥,6,9,1
2023-09-24,미라시아_코카콜라,1,미라시아,코카콜라,6,9,1
2023-09-24,담하_황태해장국,13,담하,황태해장국,6,9,1
2023-09-24,담하_담하 한우 불고기,4,담하,담하 한우 불고기,6,9,1
2023-09-24,카페테리아_새우튀김 우동,0,카페테리아,새우튀김 우동,6,9,1
2023-09-24,화담숲주막_병천순대,94,화담숲주막,병천순대,6,9,1
2023-09-24,라그로타_제로콜라,1,라그로타,제로콜라,6,9,1
2023-09-24,느티나무 셀프BBQ_잔디그늘집 의자 추가,6,느티나무 셀프BBQ,잔디그늘집 의자 추가,6,9,1
2023-09-24,미라시아_얼그레이 하이볼,0,미라시아,얼그레이 하이볼,6,9,1
2023-09-24,느티나무 셀프BBQ_육개장 사발면,2,느티나무 셀프BBQ,육개장 사발면,6,9,1
2023-09-24,담하_더덕 한우 지짐,1,담하,더덕 한우 지짐,6,9,1
2023-09-24,카페테리아_아메리카노(ICE),0,카페테리아,아메리카노(ICE),6,9,1
2023-09-24,화담숲주막_느린마을 막걸리,79,화담숲주막,느린마을 막걸리,6,9,1
2023-09-24,담하_참이슬,1,담하,참이슬,6,9,1
2023-09-24,라그로타_시저 샐러드 ,2,라그로타,시저 샐러드 ,6,9,1
2023-09-24,라그로타_Gls.미션 서드,2,라그로타,Gls.미션 서드,6,9,1
2023-09-24,화담숲카페_메밀미숫가루,50,화담숲카페,메밀미숫가루,6,9,1
2023-09-24,연회장_주먹밥 (2ea),0,연회장,주먹밥 (2ea),6,9,1
2023-09-24,느티나무 셀프BBQ_신라면,6,느티나무 셀프BBQ,신라면,6,9,1
2023-09-24,카페테리아_어린이 돈까스,11,카페테리아,어린이 돈까스,6,9,1
2023-09-24,미라시아_버드와이저(무제한),3,미라시아,버드와이저(무제한),6,9,1
2023-09-24,미라시아_유자 하이볼,0,미라시아,유자 하이볼,6,9,1
2023-09-24,라그로타_자몽리치에이드,1,라그로타,자몽리치에이드,6,9,1
2023-09-24,라그로타_아메리카노,1,라그로타,아메리카노,6,9,1
2023-09-24,미라시아_미라시아 브런치 (패키지),16,미라시아,미라시아 브런치 (패키지),6,9,1
2023-09-24,미라시아_핑크레몬에이드,1,미라시아,핑크레몬에이드,6,9,1
2023-09-24,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),9,느티나무 셀프BBQ,잔디그늘집 대여료 (6인석),6,9,1
2023-09-24,미라시아_브런치 4인 패키지 ,3,미라시아,브런치 4인 패키지 ,6,9,1
2023-09-24,화담숲주막_해물파전,277,화담숲주막,해물파전,6,9,1
2023-09-24,담하_꼬막 비빔밥,4,담하,꼬막 비빔밥,6,9,1
2023-09-24,라그로타_까르보나라,0,라그로타,까르보나라,6,9,1
2023-09-24,포레스트릿_스프라이트,2,포레스트릿,스프라이트,6,9,1
2023-09-24,담하_생목살 김치찌개,8,담하,생목살 김치찌개,6,9,1
2023-09-24,"느티나무 셀프BBQ_대여료 30,000원",3,느티나무 셀프BBQ,"대여료 30,000원",6,9,1
2023-09-24,미라시아_보일링 랍스타 플래터,0,미라시아,보일링 랍스타 플래터,6,9,1
2023-09-24,담하_테라,0,담하,테라,6,9,1
2023-09-24,느티나무 셀프BBQ_쌈장,1,느티나무 셀프BBQ,쌈장,6,9,1
2023-09-24,카페테리아_약 고추장 돌솥비빔밥,13,카페테리아,약 고추장 돌솥비빔밥,6,9,1
2023-09-24,담하_명태회 비빔냉면,3,담하,명태회 비빔냉면,6,9,1
2023-09-24,라그로타_해산물 토마토 스파게티,6,라그로타,해산물 토마토 스파게티,6,9,1
2023-09-24,라그로타_양갈비 (4ps),0,라그로타,양갈비 (4ps),6,9,1
2023-09-24,연회장_Conference L2,0,연회장,Conference L2,6,9,1
2023-09-24,포레스트릿_페스츄리 소시지,6,포레스트릿,페스츄리 소시지,6,9,1
2023-09-24,담하_은이버섯 갈비탕,6,담하,은이버섯 갈비탕,6,9,1
2023-09-24,포레스트릿_생수,20,포레스트릿,생수,6,9,1
2023-09-24,느티나무 셀프BBQ_1인 수저세트,15,느티나무 셀프BBQ,1인 수저세트,6,9,1
2023-09-24,미라시아_브런치(대인) 주말,208,미라시아,브런치(대인) 주말,6,9,1
2023-09-24,화담숲카페_카페라떼 ICE,25,화담숲카페,카페라떼 ICE,6,9,1
2023-09-24,느티나무 셀프BBQ_친환경 접시 23cm,3,느티나무 셀프BBQ,친환경 접시 23cm,6,9,1
2023-09-24,느티나무 셀프BBQ_스프라이트 (단체),0,느티나무 셀프BBQ,스프라이트 (단체),6,9,1
2023-09-24,카페테리아_오픈푸드,0,카페테리아,오픈푸드,6,9,1
2023-09-24,화담숲주막_단호박 식혜 ,62,화담숲주막,단호박 식혜 ,6,9,1
2023-09-24,포레스트릿_복숭아 아이스티,11,포레스트릿,복숭아 아이스티,6,9,1
2023-09-24,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),28,느티나무 셀프BBQ,잔디그늘집 대여료 (12인석),6,9,1
2023-09-24,카페테리아_수제 등심 돈까스,17,카페테리아,수제 등심 돈까스,6,9,1
2023-09-24,느티나무 셀프BBQ_일회용 소주컵,2,느티나무 셀프BBQ,일회용 소주컵,6,9,1
2023-09-24,카페테리아_짜장면,12,카페테리아,짜장면,6,9,1
2023-09-24,담하_(정식) 비빔냉면,4,담하,(정식) 비빔냉면,6,9,1
2023-09-24,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,7,카페테리아,한상 삼겹구이 정식(2인) 소요시간 약 15~20분,6,9,1
2023-09-24,연회장_공깃밥,2,연회장,공깃밥,6,9,1
2023-09-24,담하_느린마을 막걸리,1,담하,느린마을 막걸리,6,9,1
2023-09-24,화담숲주막_콜라,76,화담숲주막,콜라,6,9,1
2023-09-24,미라시아_브런치 2인 패키지 ,11,미라시아,브런치 2인 패키지 ,6,9,1
2023-09-24,포레스트릿_떡볶이,7,포레스트릿,떡볶이,6,9,1
2023-09-24,담하_스프라이트,2,담하,스프라이트,6,9,1
2023-09-24,미라시아_BBQ Platter,4,미라시아,BBQ Platter,6,9,1
2023-09-24,포레스트릿_코카콜라,6,포레스트릿,코카콜라,6,9,1
2023-09-24,포레스트릿_꼬치어묵,13,포레스트릿,꼬치어묵,6,9,1
2023-09-24,느티나무 셀프BBQ_햇반,8,느티나무 셀프BBQ,햇반,6,9,1
2023-09-24,담하_하동 매실 칵테일,1,담하,하동 매실 칵테일,6,9,1
2023-09-24,담하_(정식) 된장찌개,9,담하,(정식) 된장찌개,6,9,1
2023-09-24,담하_한우 떡갈비 정식,6,담하,한우 떡갈비 정식,6,9,1
2023-09-24,담하_담하 한우 불고기 정식,17,담하,담하 한우 불고기 정식,6,9,1
2023-09-24,포레스트릿_아메리카노(HOT),10,포레스트릿,아메리카노(HOT),6,9,1
2023-09-24,카페테리아_복숭아 아이스티,0,카페테리아,복숭아 아이스티,6,9,1
2023-09-24,느티나무 셀프BBQ_쌈야채세트,4,느티나무 셀프BBQ,쌈야채세트,6,9,1
2023-09-24,미라시아_코카콜라(제로),1,미라시아,코카콜라(제로),6,9,1
2023-09-24,담하_한우 우거지 국밥,19,담하,한우 우거지 국밥,6,9,1
2023-09-25,미라시아_코카콜라(제로),0,미라시아,코카콜라(제로),0,9,0
2023-09-25,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,1,카페테리아,한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0,9,0
2023-09-25,연회장_매콤 무뼈닭발&계란찜,0,연회장,매콤 무뼈닭발&계란찜,0,9,0
2023-09-25,담하_제로콜라,0,담하,제로콜라,0,9,0
2023-09-25,담하_들깨 양지탕,2,담하,들깨 양지탕,0,9,0
2023-09-25,느티나무 셀프BBQ_스프라이트 (단체),0,느티나무 셀프BBQ,스프라이트 (단체),0,9,0
2023-09-25,라그로타_제로콜라,0,라그로타,제로콜라,0,9,0
2023-09-25,카페테리아_치즈돈까스,1,카페테리아,치즈돈까스,0,9,0
2023-09-25,화담숲주막_찹쌀식혜,0,화담숲주막,찹쌀식혜,0,9,0
2023-09-25,라그로타_G-Charge(3),0,라그로타,G-Charge(3),0,9,0
2023-09-25,미라시아_스텔라(무제한),0,미라시아,스텔라(무제한),0,9,0
2023-09-25,미라시아_코카콜라,0,미라시아,코카콜라,0,9,0
2023-09-25,포레스트릿_생수,0,포레스트릿,생수,0,9,0
2023-09-25,미라시아_레인보우칵테일(알코올),0,미라시아,레인보우칵테일(알코올),0,9,0
2023-09-25,담하_담하 한우 불고기,23,담하,담하 한우 불고기,0,9,0
2023-09-25,담하_(정식) 비빔냉면,1,담하,(정식) 비빔냉면,0,9,0
2023-09-25,미라시아_브런치 2인 패키지 ,3,미라시아,브런치 2인 패키지 ,0,9,0
2023-09-25,담하_명태회 비빔냉면,1,담하,명태회 비빔냉면,0,9,0
2023-09-25,담하_(후식) 비빔냉면,0,담하,(후식) 비빔냉면,0,9,0
2023-09-25,느티나무 셀프BBQ_일회용 소주컵,0,느티나무 셀프BBQ,일회용 소주컵,0,9,0
2023-09-25,라그로타_Open Food,0,라그로타,Open Food,0,9,0
2023-09-25,미라시아_미라시아 브런치 (패키지),12,미라시아,미라시아 브런치 (패키지),0,9,0
2023-09-25,미라시아_유자 하이볼,0,미라시아,유자 하이볼,0,9,0
2023-09-25,미라시아_글라스와인 (레드),0,미라시아,글라스와인 (레드),0,9,0
2023-09-25,느티나무 셀프BBQ_BBQ55(단체),0,느티나무 셀프BBQ,BBQ55(단체),0,9,0
2023-09-25,담하_꼬막 비빔밥,6,담하,꼬막 비빔밥,0,9,0
2023-09-25,라그로타_콜라,0,라그로타,콜라,0,9,0
2023-09-25,담하_(단체) 한우 우거지 국밥,0,담하,(단체) 한우 우거지 국밥,0,9,0
2023-09-25,담하_(후식) 물냉면,0,담하,(후식) 물냉면,0,9,0
2023-09-25,화담숲주막_콜라,0,화담숲주막,콜라,0,9,0
2023-09-25,담하_생목살 김치찌개,10,담하,생목살 김치찌개,0,9,0
2023-09-25,카페테리아_짬뽕밥,4,카페테리아,짬뽕밥,0,9,0
2023-09-25,라그로타_미션 서드 카베르네 쉬라,0,라그로타,미션 서드 카베르네 쉬라,0,9,0
2023-09-25,담하_(정식) 물냉면 ,3,담하,(정식) 물냉면 ,0,9,0
2023-09-25,미라시아_(오븐) 하와이안 쉬림프 피자,0,미라시아,(오븐) 하와이안 쉬림프 피자,0,9,0
2023-09-25,화담숲주막_단호박 식혜 ,0,화담숲주막,단호박 식혜 ,0,9,0
2023-09-25,연회장_Convention Hall,1,연회장,Convention Hall,0,9,0
2023-09-25,라그로타_해산물 토마토 리조또,0,라그로타,해산물 토마토 리조또,0,9,0
2023-09-25,미라시아_애플망고 에이드,0,미라시아,애플망고 에이드,0,9,0
2023-09-25,느티나무 셀프BBQ_친환경 접시 23cm,0,느티나무 셀프BBQ,친환경 접시 23cm,0,9,0
2023-09-25,연회장_Regular Coffee,0,연회장,Regular Coffee,0,9,0
2023-09-25,카페테리아_짜장밥,0,카페테리아,짜장밥,0,9,0
2023-09-25,미라시아_쉬림프 투움바 파스타,0,미라시아,쉬림프 투움바 파스타,0,9,0
2023-09-25,화담숲주막_느린마을 막걸리,0,화담숲주막,느린마을 막걸리,0,9,0
2023-09-25,미라시아_핑크레몬에이드,0,미라시아,핑크레몬에이드,0,9,0
2023-09-25,연회장_OPUS 2,1,연회장,OPUS 2,0,9,0
2023-09-25,담하_공깃밥,21,담하,공깃밥,0,9,0
2023-09-25,포레스트릿_코카콜라,0,포레스트릿,코카콜라,0,9,0
2023-09-25,미라시아_버드와이저(무제한),5,미라시아,버드와이저(무제한),0,9,0
2023-09-25,포레스트릿_아메리카노(HOT),0,포레스트릿,아메리카노(HOT),0,9,0
2023-09-25,연회장_돈목살 김치찌개 (밥포함),0,연회장,돈목살 김치찌개 (밥포함),0,9,0
2023-09-25,담하_더덕 한우 지짐,2,담하,더덕 한우 지짐,0,9,0
2023-09-25,연회장_Conference L2,0,연회장,Conference L2,0,9,0
2023-09-25,미라시아_BBQ 고기추가,0,미라시아,BBQ 고기추가,0,9,0
2023-09-25,담하_은이버섯 갈비탕,3,담하,은이버섯 갈비탕,0,9,0
2023-09-25,느티나무 셀프BBQ_육개장 사발면,0,느티나무 셀프BBQ,육개장 사발면,0,9,0
2023-09-25,담하_한우 미역국 정식,1,담하,한우 미역국 정식,0,9,0
2023-09-25,"느티나무 셀프BBQ_대여료 30,000원",0,느티나무 셀프BBQ,"대여료 30,000원",0,9,0
2023-09-25,라그로타_하이네켄(생),0,라그로타,하이네켄(생),0,9,0
2023-09-25,카페테리아_약 고추장 돌솥비빔밥,4,카페테리아,약 고추장 돌솥비빔밥,0,9,0
2023-09-25,미라시아_브런치(대인) 주중,77,미라시아,브런치(대인) 주중,0,9,0
2023-09-25,담하_테라,1,담하,테라,0,9,0
2023-09-25,"미라시아_(단체)브런치주중 36,000",68,미라시아,"(단체)브런치주중 36,000",0,9,0
2023-09-25,담하_황태해장국,2,담하,황태해장국,0,9,0
2023-09-25,"느티나무 셀프BBQ_본삼겹 (단품,실내)",0,느티나무 셀프BBQ,"본삼겹 (단품,실내)",0,9,0
2023-09-25,카페테리아_단체식 18000(신),108,카페테리아,단체식 18000(신),0,9,0
2023-09-25,연회장_Conference M9,0,연회장,Conference M9,0,9,0
2023-09-25,연회장_Conference L1,0,연회장,Conference L1,0,9,0
2023-09-25,담하_느린마을 막걸리,0,담하,느린마을 막걸리,0,9,0
2023-09-25,담하_담하 한우 불고기 정식,5,담하,담하 한우 불고기 정식,0,9,0
2023-09-25,담하_한우 차돌박이 된장찌개,6,담하,한우 차돌박이 된장찌개,0,9,0
2023-09-25,미라시아_브런치(어린이),6,미라시아,브런치(어린이),0,9,0
2023-09-25,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0,느티나무 셀프BBQ,잔디그늘집 대여료 (12인석),0,9,0
2023-09-25,담하_(정식) 된장찌개,1,담하,(정식) 된장찌개,0,9,0
2023-09-25,담하_한우 떡갈비 정식,6,담하,한우 떡갈비 정식,0,9,0
2023-09-25,연회장_Grand Ballroom,1,연회장,Grand Ballroom,0,9,0
2023-09-25,담하_봉평메밀 물냉면,1,담하,봉평메밀 물냉면,0,9,0
2023-09-25,라그로타_아메리카노,0,라그로타,아메리카노,0,9,0
2023-09-25,카페테리아_수제 등심 돈까스,7,카페테리아,수제 등심 돈까스,0,9,0
2023-09-25,담하_한우 우거지 국밥,1,담하,한우 우거지 국밥,0,9,0
2023-09-25,카페테리아_새우 볶음밥,4,카페테리아,새우 볶음밥,0,9,0
2023-09-25,카페테리아_짬뽕,1,카페테리아,짬뽕,0,9,0
2023-09-25,카페테리아_공깃밥(추가),4,카페테리아,공깃밥(추가),0,9,0
2023-09-25,연회장_Cass Beer,73,연회장,Cass Beer,0,9,0
2023-09-25,라그로타_카스,0,라그로타,카스,0,9,0
2023-09-25,미라시아_BBQ Platter,1,미라시아,BBQ Platter,0,9,0
2023-09-25,카페테리아_돼지고기 김치찌개,5,카페테리아,돼지고기 김치찌개,0,9,0
2023-09-26,미라시아_보일링 랍스타 플래터,1,미라시아,보일링 랍스타 플래터,1,9,0
2023-09-26,미라시아_브런치(어린이),2,미라시아,브런치(어린이),1,9,0
2023-09-26,포레스트릿_복숭아 아이스티,0,포레스트릿,복숭아 아이스티,1,9,0
2023-09-26,담하_메밀면 사리,1,담하,메밀면 사리,1,9,0
2023-09-26,미라시아_BBQ 고기추가,0,미라시아,BBQ 고기추가,1,9,0
2023-09-26,담하_콜라,0,담하,콜라,1,9,0
2023-09-26,화담숲카페_카페라떼 ICE,2,화담숲카페,카페라떼 ICE,1,9,0
2023-09-26,담하_한우 우거지 국밥,1,담하,한우 우거지 국밥,1,9,0
2023-09-26,화담숲카페_아메리카노 ICE,16,화담숲카페,아메리카노 ICE,1,9,0
2023-09-26,라그로타_빵 추가 (1인),0,라그로타,빵 추가 (1인),1,9,0
2023-09-26,연회장_OPUS 2,1,연회장,OPUS 2,1,9,0
2023-09-26,담하_생목살 김치찌개,4,담하,생목살 김치찌개,1,9,0
2023-09-26,라그로타_Open Food,5,라그로타,Open Food,1,9,0
2023-09-26,미라시아_얼그레이 하이볼,1,미라시아,얼그레이 하이볼,1,9,0
2023-09-26,미라시아_오븐구이 윙과 킬바사소세지,0,미라시아,오븐구이 윙과 킬바사소세지,1,9,0
2023-09-26,담하_참이슬,1,담하,참이슬,1,9,0
2023-09-26,화담숲주막_느린마을 막걸리,16,화담숲주막,느린마을 막걸리,1,9,0
2023-09-26,느티나무 셀프BBQ_친환경 접시 23cm,0,느티나무 셀프BBQ,친환경 접시 23cm,1,9,0
2023-09-26,느티나무 셀프BBQ_쌈야채세트,1,느티나무 셀프BBQ,쌈야채세트,1,9,0
2023-09-26,담하_(정식) 된장찌개,8,담하,(정식) 된장찌개,1,9,0
2023-09-26,담하_(후식) 물냉면,0,담하,(후식) 물냉면,1,9,0
2023-09-26,카페테리아_복숭아 아이스티,0,카페테리아,복숭아 아이스티,1,9,0
2023-09-26,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),1,느티나무 셀프BBQ,잔디그늘집 대여료 (6인석),1,9,0
2023-09-26,느티나무 셀프BBQ_일회용 소주컵,1,느티나무 셀프BBQ,일회용 소주컵,1,9,0
2023-09-26,카페테리아_수제 등심 돈까스,6,카페테리아,수제 등심 돈까스,1,9,0
2023-09-26,카페테리아_어린이 돈까스,1,카페테리아,어린이 돈까스,1,9,0
2023-09-26,연회장_Cass Beer,62,연회장,Cass Beer,1,9,0
2023-09-26,담하_(후식) 된장찌개,1,담하,(후식) 된장찌개,1,9,0
2023-09-26,느티나무 셀프BBQ_햇반,2,느티나무 셀프BBQ,햇반,1,9,0
2023-09-26,느티나무 셀프BBQ_카스 병(단체),0,느티나무 셀프BBQ,카스 병(단체),1,9,0
2023-09-26,담하_(정식) 비빔냉면,1,담하,(정식) 비빔냉면,1,9,0
2023-09-26,화담숲주막_콜라,5,화담숲주막,콜라,1,9,0
2023-09-26,카페테리아_단체식 18000(신),60,카페테리아,단체식 18000(신),1,9,0
2023-09-26,연회장_Grand Ballroom,0,연회장,Grand Ballroom,1,9,0
2023-09-26,라그로타_카스,0,라그로타,카스,1,9,0
2023-09-26,미라시아_브런치(대인) 주중,40,미라시아,브런치(대인) 주중,1,9,0
2023-09-26,미라시아_브런치 2인 패키지 ,4,미라시아,브런치 2인 패키지 ,1,9,0
2023-09-26,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,2,카페테리아,한상 삼겹구이 정식(2인) 소요시간 약 15~20분,1,9,0
2023-09-26,라그로타_시저 샐러드 ,1,라그로타,시저 샐러드 ,1,9,0
2023-09-26,미라시아_레인보우칵테일(알코올),1,미라시아,레인보우칵테일(알코올),1,9,0
2023-09-26,카페테리아_짜장면,2,카페테리아,짜장면,1,9,0
2023-09-26,담하_(후식) 비빔냉면,0,담하,(후식) 비빔냉면,1,9,0
2023-09-26,라그로타_아메리카노,0,라그로타,아메리카노,1,9,0
2023-09-26,카페테리아_새우 볶음밥,1,카페테리아,새우 볶음밥,1,9,0
2023-09-26,느티나무 셀프BBQ_잔디그늘집 의자 추가,0,느티나무 셀프BBQ,잔디그늘집 의자 추가,1,9,0
2023-09-26,라그로타_까르보나라,0,라그로타,까르보나라,1,9,0
2023-09-26,포레스트릿_치즈 핫도그,0,포레스트릿,치즈 핫도그,1,9,0
2023-09-26,연회장_Conference M1,0,연회장,Conference M1,1,9,0
2023-09-26,느티나무 셀프BBQ_육개장 사발면,0,느티나무 셀프BBQ,육개장 사발면,1,9,0
2023-09-26,포레스트릿_아메리카노(ICE),0,포레스트릿,아메리카노(ICE),1,9,0
2023-09-26,"느티나무 셀프BBQ_대여료 60,000원",1,느티나무 셀프BBQ,"대여료 60,000원",1,9,0
2023-09-26,라그로타_해산물 토마토 스튜 파스타,0,라그로타,해산물 토마토 스튜 파스타,1,9,0
2023-09-26,담하_갑오징어 비빔밥,0,담하,갑오징어 비빔밥,1,9,0
2023-09-26,담하_황태해장국,2,담하,황태해장국,1,9,0
2023-09-26,화담숲카페_메밀미숫가루,12,화담숲카페,메밀미숫가루,1,9,0
2023-09-26,라그로타_제로콜라,0,라그로타,제로콜라,1,9,0
2023-09-26,라그로타_양갈비 (4ps),1,라그로타,양갈비 (4ps),1,9,0
2023-09-26,카페테리아_짬뽕,4,카페테리아,짬뽕,1,9,0
2023-09-26,카페테리아_약 고추장 돌솥비빔밥,12,카페테리아,약 고추장 돌솥비빔밥,1,9,0
2023-09-26,미라시아_콥 샐러드,0,미라시아,콥 샐러드,1,9,0
2023-09-26,미라시아_(화덕) 불고기 페퍼로니 반반피자,1,미라시아,(화덕) 불고기 페퍼로니 반반피자,1,9,0
2023-09-26,담하_한우 미역국 정식,3,담하,한우 미역국 정식,1,9,0
2023-09-26,미라시아_파스타면 추가(150g),1,미라시아,파스타면 추가(150g),1,9,0
2023-09-26,라그로타_그릴드 비프 샐러드,3,라그로타,그릴드 비프 샐러드,1,9,0
2023-09-26,카페테리아_공깃밥(추가),4,카페테리아,공깃밥(추가),1,9,0
2023-09-26,화담숲주막_해물파전,39,화담숲주막,해물파전,1,9,0
2023-09-26,연회장_Regular Coffee,326,연회장,Regular Coffee,1,9,0
2023-09-26,카페테리아_짬뽕밥,1,카페테리아,짬뽕밥,1,9,0
2023-09-26,담하_공깃밥,3,담하,공깃밥,1,9,0
2023-09-26,화담숲주막_참살이 막걸리,10,화담숲주막,참살이 막걸리,1,9,0
2023-09-26,카페테리아_아메리카노(HOT),0,카페테리아,아메리카노(HOT),1,9,0
2023-09-26,라그로타_해산물 토마토 스파게티,2,라그로타,해산물 토마토 스파게티,1,9,0
2023-09-26,연회장_Convention Hall,0,연회장,Convention Hall,1,9,0
2023-09-26,"미라시아_(단체)브런치주중 36,000",52,미라시아,"(단체)브런치주중 36,000",1,9,0
2023-09-26,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0,느티나무 셀프BBQ,잔디그늘집 대여료 (12인석),1,9,0
2023-09-26,화담숲주막_스프라이트,9,화담숲주막,스프라이트,1,9,0
2023-09-26,담하_담하 한우 불고기,7,담하,담하 한우 불고기,1,9,0
2023-09-26,담하_룸 이용료,0,담하,룸 이용료,1,9,0
2023-09-26,카페테리아_돼지고기 김치찌개,6,카페테리아,돼지고기 김치찌개,1,9,0
2023-09-26,라그로타_미션 서드 카베르네 쉬라,1,라그로타,미션 서드 카베르네 쉬라,1,9,0
2023-09-26,담하_테라,0,담하,테라,1,9,0
2023-09-26,미라시아_버드와이저(무제한),0,미라시아,버드와이저(무제한),1,9,0
2023-09-26,라그로타_G-Charge(3),0,라그로타,G-Charge(3),1,9,0
2023-09-26,연회장_로제 치즈떡볶이,0,연회장,로제 치즈떡볶이,1,9,0
2023-09-26,미라시아_코카콜라(제로),0,미라시아,코카콜라(제로),1,9,0
2023-09-26,미라시아_미라시아 브런치 (패키지),6,미라시아,미라시아 브런치 (패키지),1,9,0
2023-09-26,포레스트릿_스프라이트,0,포레스트릿,스프라이트,1,9,0
2023-09-26,담하_담하 한우 불고기 정식,9,담하,담하 한우 불고기 정식,1,9,0
2023-09-26,라그로타_알리오 에 올리오 ,3,라그로타,알리오 에 올리오 ,1,9,0
2023-09-26,카페테리아_치즈돈까스,3,카페테리아,치즈돈까스,1,9,0
2023-09-26,카페테리아_단체식 13000(신),105,카페테리아,단체식 13000(신),1,9,0
2023-09-26,화담숲주막_병천순대,10,화담숲주막,병천순대,1,9,0
2023-09-26,담하_느린마을 막걸리,0,담하,느린마을 막걸리,1,9,0
2023-09-26,화담숲카페_아메리카노 HOT,18,화담숲카페,아메리카노 HOT,1,9,0
2023-09-26,미라시아_스텔라(무제한),0,미라시아,스텔라(무제한),1,9,0
2023-09-26,화담숲카페_현미뻥스크림,4,화담숲카페,현미뻥스크림,1,9,0
